nome
Mocis latipes
Mollugo verticillata
Momordica charantia
Monalonion bondari
Monellia caryella
Monilinia fructicola
Monilinia laxa
Moniliophthora perniciosa
Moniliophthora roreri
Monodes agrotina
Mononychellus planki
Morganella longispina
Mucuna aterrima
Mucuna pruriens
Murdannia nudiflora
Mycosphaerella brassicicola
Mycosphaerella dioscoreaecola
Mycosphaerella fijiensis
Mycosphaerella fragariae
Mycosphaerella musicola
Mycosphaerella rosicola
Myochrous armatus
Myrcia bella
Myrothecium roridum
Myzus nicotianae
Myzus persicae
Neocapritermes opacus
Neocurtilla hexadactyla
Neofabraea perennans
Neoleucinodes elegantalis
Neonectria galligena
Neosilba perezi
Nezara viridula
Nicandra physaloides
Notozulia entreriana
Oebalus poecilus
Oídio Erysiphe pisi
Oidiopsis sicula
Oidiopsis taurica
Oidium anacardii
Oidium anamorph
Oidium balsamii
Oidium caricae
Oidium chrysanthemi
Oidium erysiphoides
Oidium eucalypti
Oidium mangiferae
Oidium manihotis
Oidium perseae
Oidium psidii
Oidium sp.
Oídium sp
Oidium spp.
Oligonychus ilicis
Oligonychus mangiferus
Oligonychus spp
Oligonychus yorthesi
Oligonychus yothersi
Olygonychus ilicis
Omiodes indicata
Oncideres dejeani
Oncideres impluviata
Oncometopia facialis
Opogona sacchari
Opsiphanes invirae
Orbignya phalerata
Orthezia insignis
Orthezia praelonga
Oryzaephillus surinamensis
Oryzaephilus surinamensis
Oryza sativa
Oryzophagus oryzae
Ovulariopsis papayae
Oxalis corniculata
Oxalis latifolia
Oxalis oxyptera
Oxidia saturniata
Oxypetalum appendiculatum
Palpita unionalis
Panicum capillare
Panicum cayennense
Panicum dichotomiflorum
Panicum fasciculatum
Panicum maximum
Panonychus citri
Panonychus ulmi
Pantoea ananatis
Papilio scamander
Paramadarus complexus
Parlatoria cinerea
Parlatoria pergandii
Parthenium hysterophorus
Parthenolecanium persicae
Paspalum acuminatum
Paspalum conjugatum
Paspalum conspersum
Paspalum dilatatum
Paspalum distichum
Paspalum maritimum
Paspalum modestum
Paspalum notatum
Paspalum paniculatum
Paspalum urvillei
(Paspalum virgatum
Paspalum virgatum
Pectinophora gossypiella
Pectobacterium carotovorum
Pectobacterium carotovorum subsp. carotovorum
Pectobacterium chrysanthemi
Pectobacterium subs. carotovorum
penicilium
Penicillium digitatum
Penicillium expansum
Penicillium italicum
Penicillium oxalicum
Penicillium sp
Penicillium spp.
Pennisetum americanum
Pennisetum clandestinum
Pennisetum purpureum
Pennisetum setosum
Pentalonia nigronervosa
Percolaspis ornata
Perileucoptera coffeella
Peronosclerospora sorghi
Peronospora destructor
Peronospora effusa
Peronospora farinosa
Peronospora manshurica
Peronospora parasitica
Peronospora pisi
Peronospora sp.
Peronospora sparsa
Peronospora tabacina
Peschiera fuchsiaefolia
Pestalotiopsis sp.
Phaeoisariopsis griseola
Phaeosphaeria maydis
Phakopsora euvitis
Phakopsora gossypii
Phakopsora pachyrhizi
Phaseolus vulgaris
Phoma arachidicola
Phoma betae
Phoma caricae-papayae
Phoma costaricensis
Phoma exigua
Phoma exigua var. exigua
Phoma pinodella
Phoma sorghina
Phoma spp.
Phoma tarda
Phoma terrestris
Phomopsis helianthi
Phomopsis ipomoea-batata
Phomopsis longicolla
Phomopsis obscurans
Phomopsis phaseoli f.sp. meridionalis
Phomopsis sojae
Phomopsis sp.
Phomopsis vexans
Phomopsis viticola
Phomosis citri
Phragmidium mucronatum
Phthia picta
Phthorimaea operculella
Phyllanthus niruri
Phyllanthus tenellus
Phyllocnistis citrella
Phyllocoptruta oleivora
Phyllophaga capillata
Phyllophaga cuyabana
Phyllophaga triticophaga
Phyllosticta citricarpa
Phyllosticta guajavae
Phyllosticta maydis
Phyllosticta phaseolina
Phyllosticta sycophila
Phyllosticta zingiberi
Phylosticta batatas
Physalis angulata
Physalis viscosa
Physalospora obtusa
Physopella zeae
Phytium alphanidermatum
Phytium Aphanidermatum
Phytium spp
Phytophthora cactorum
